Gender,Age_as_of_Academic_Year_1718,Current_Year_1718,Proposed_YearGrade_1819,Year_of_Admission,Previous_Curriculum_17182,Current_School,Current_Curriculum,Previous_yearGrade,Mathexam,Scienceexam_,Englishexam_,Math191_,Science191_,English191_,Math192_,Science192_,English192_,Math193_,Science193_,English193_,Math201_,Science201_,English201_,Math202_,Science202_,English202_,Math203_,Science203_,English203_
0,7,Grade 3,Grade 4,0,0,0,0,Grade System,87.0,70.0,75.0,53.0,94.0,55.0,71.0,95.0,69.0,51.0,58,64.0,82.0,73.0,81.0,83.0,91.0,88.0,86.0,98.0,89.0
1,8,Grade 3,Grade 4,0,0,0,0,Grade System,62.0,67.0,55.0,58.0,52.0,89.0,90.0,94.0,93.0,63.0,64,87.0,61.0,89.0,73.0,94.0,77.0,93.0,78.0,76.0,85.0
0,7,Grade 3,Grade 4,0,0,0,0,Grade System,50.0,69.0,89.0,67.0,60.0,73.0,57.0,71.0,67.0,93.0,71,62.0,70.0,83.0,77.0,93.0,91.0,87.0,78.0,99.0,75.0
1,8,Grade 3,Grade 4,0,0,0,0,Grade System,58.0,92.0,50.0,69.0,56.0,72.0,83.0,78.0,58.0,88.0,75,71.0,81.0,81.0,84.0,82.0,73.0,91.0,74.0,73.0,98.0
0,7,Grade 3,Grade 4,0,0,0,0,Grade System,87.0,58.0,63.0,92.0,54.0,88.0,77.0,72.0,89.0,95.0,66,95.0,66.0,71.0,75.0,94.0,87.0,83.0,76.0,81.0,70.0
1,8,Grade 3,Grade 4,0,0,0,0,Grade System,70.0,93.0,81.0,60.0,62.0,92.0,87.0,69.0,55.0,78.0,69,70.0,67.0,76.0,60.0,89.0,83.0,89.0,75.0,81.0,93.0
0,7,Grade 3,Grade 4,0,0,0,0,Grade System,59.0,56.0,84.0,52.0,55.0,57.0,92.0,88.0,91.0,53.0,72,63.0,60.0,73.0,66.0,79.0,97.0,79.0,71.0,92.0,92.0
0,8,Grade 3,Grade 4,0,0,0,0,Grade System,53.0,82.0,87.0,76.0,50.0,95.0,91.0,73.0,77.0,85.0,92,75.0,95.0,92.0,65.0,95.0,83.0,94.0,79.0,69.0,81.0
0,8,Grade 3,Grade 4,0,0,0,0,Grade System,71.0,78.0,51.0,82.0,58.0,90.0,79.0,56.0,82.0,71.0,58,91.0,92.0,95.0,82.0,83.0,92.0,90.0,76.0,93.0,96.0
1,8,Grade 3,Grade 4,0,0,0,0,Grade System,89.0,71.0,58.0,70.0,54.0,81.0,82.0,75.0,80.0,51.0,78,53.0,64.0,82.0,87.0,69.0,96.0,73.0,93.0,85.0,70.0
0,8,Grade 3,Grade 4,0,0,0,0,Grade System,78.0,69.0,53.0,74.0,57.0,64.0,89.0,72.0,69.0,84.0,75,79.0,75.0,65.0,94.0,70.0,82.0,92.0,71.0,94.0,79.0
1,8,Grade 3,Grade 4,0,0,0,0,Grade System,61.0,78.0,87.0,91.0,80.0,95.0,71.0,88.0,88.0,94.0,69,61.0,81.0,75.0,94.0,69.0,93.0,87.0,70.0,84.0,88.0
1,8,Grade 3,Grade 4,0,0,0,0,Grade System,53.0,50.0,81.0,51.0,76.0,81.0,72.0,64.0,95.0,69.0,89,85.0,79.0,90.0,91.0,94.0,78.0,80.0,71.0,95.0,89.0
0,7,Grade 3,Grade 4,0,0,0,0,Grade System,81.0,62.0,74.0,63.0,87.0,62.0,63.0,84.0,56.0,71.0,50,52.0,92.0,70.0,83.0,87.0,90.0,83.0,96.0,88.0,83.0
0,8,Grade 3,Grade 4,0,0,0,0,Grade System,63.0,85.0,87.0,62.0,80.0,89.0,68.0,57.0,60.0,94.0,94,90.0,70.0,86.0,86.0,94.0,77.0,84.0,74.0,84.0,92.0
1,7,Grade 3,Grade 4,0,0,0,0,Grade System,75.0,60.0,71.0,83.0,72.0,57.0,62.0,61.0,92.0,78.0,95,62.0,91.0,63.0,61.0,83.0,78.0,99.0,92.0,92.0,95.0
1,8,Grade 3,Grade 4,0,0,0,0,Grade System,71.0,91.0,70.0,91.0,69.0,87.0,88.0,59.0,82.0,69.0,53,82.0,82.0,85.0,73.0,80.0,72.0,76.0,96.0,94.0,78.0
1,8,Grade 3,Grade 4,0,0,0,0,Grade System,65.0,55.0,82.0,55.0,86.0,70.0,63.0,95.0,86.0,84.0,64,63.0,90.0,86.0,66.0,75.0,78.0,99.0,79.0,78.0,77.0
1,8,Grade 3,Grade 4,0,0,0,0,Grade System,67.0,81.0,89.0,67.0,54.0,74.0,87.0,61.0,83.0,92.0,79,54.0,90.0,80.0,89.0,71.0,83.0,86.0,91.0,98.0,96.0
0,8,Grade 3,Grade 4,0,0,0,0,Grade System,90.0,74.0,89.0,63.0,90.0,93.0,77.0,71.0,64.0,78.0,87,91.0,82.0,61.0,86.0,76.0,75.0,69.0,88.0,78.0,88.0
0,8,Grade 3,Grade 4,0,0,0,0,Grade System,90.0,94.0,79.0,63.0,80.0,88.0,57.0,57.0,70.0,55.0,52,54.0,68.0,79.0,70.0,69.0,87.0,95.0,98.0,80.0,78.0
1,8,Grade 3,Grade 4,0,0,0,0,Grade System,70.0,91.0,88.0,90.0,66.0,78.0,74.0,66.0,77.0,97.0,86,87.0,87.0,95.0,77.0,90.0,86.0,83.0,93.0,92.0,86.0
0,8,Grade 3,Grade 4,0,0,0,0,Grade System,67.0,56.0,63.0,66.0,77.0,63.0,63.0,84.0,56.0,66.0,82,80.0,75.0,82.0,84.0,84.0,74.0,86.0,93.0,72.0,96.0
0,7,Grade 3,Grade 4,0,0,0,0,Grade System,94.0,74.0,74.0,74.0,80.0,64.0,77.0,73.0,65.0,85.0,72,80.0,93.0,97.0,95.0,95.0,90.0,95.0,81.0,87.0,89.0
0,7,Grade 3,Grade 4,0,0,0,0,Grade System,81.0,92.0,60.0,86.0,52.0,68.0,94.0,72.0,63.0,66.0,79,78.0,93.0,61.0,67.0,94.0,91.0,79.0,70.0,99.0,69.0
1,8,Grade 3,Grade 4,0,0,0,0,Grade System,74.0,80.0,84.0,62.0,55.0,92.0,64.0,69.0,61.0,62.0,79,69.0,86.0,77.0,90.0,97.0,79.0,78.0,78.0,97.0,76.0
1,7,Grade 3,Grade 4,0,0,0,0,Grade System,90.0,94.0,78.0,63.0,86.0,56.0,70.0,90.0,69.0,85.0,68,69.0,85.0,63.0,91.0,77.0,98.0,99.0,90.0,71.0,81.0
0,7,Grade 3,Grade 4,0,0,0,0,Grade System,79.0,61.0,58.0,91.0,62.0,74.0,68.0,90.0,62.0,69.0,94,66.0,63.0,93.0,60.0,94.0,83.0,71.0,81.0,69.0,94.0
0,7,Grade 3,Grade 4,0,0,0,0,Grade System,62.0,87.0,61.0,84.0,65.0,67.0,85.0,89.0,65.0,82.0,53,59.0,66.0,61.0,86.0,81.0,89.0,97.0,82.0,77.0,73.0
1,8,Grade 3,Grade 4,0,0,0,0,Grade System,58.0,76.0,67.0,94.0,88.0,58.0,70.0,71.0,74.0,89.0,75,94.0,74.0,93.0,76.0,76.0,79.0,75.0,87.0,89.0,85.0
0,8,Grade 3,Grade 4,0,0,0,0,Grade System,92.0,83.0,91.0,87.0,68.0,78.0,60.0,58.0,59.0,94.0,73,92.0,77.0,70.0,89.0,81.0,95.0,89.0,99.0,70.0,99.0
0,7,Grade 3,Grade 4,0,0,0,0,Grade System,85.0,92.0,65.0,74.0,90.0,82.0,95.0,64.0,76.0,69.0,52,90.0,64.0,76.0,95.0,89.0,72.0,80.0,93.0,83.0,71.0
0,7,Grade 3,Grade 4,0,0,0,0,Grade System,61.0,93.0,85.0,62.0,80.0,59.0,89.0,80.0,89.0,73.0,54,82.0,71.0,71.0,87.0,74.0,81.0,95.0,71.0,81.0,96.0
0,8,Grade 3,Grade 4,0,0,0,0,Grade System,61.0,75.0,53.0,65.0,67.0,65.0,62.0,75.0,72.0,50.0,55,57.0,73.0,94.0,93.0,72.0,74.0,86.0,85.0,99.0,87.0
0,8,Grade 3,Grade 4,0,0,0,0,Grade System,61.0,90.0,90.0,55.0,92.0,91.0,88.0,95.0,84.0,73.0,52,88.0,88.0,88.0,78.0,82.0,70.0,70.0,97.0,85.0,81.0
1,8,Grade 3,Grade 4,0,0,0,0,Grade System,58.0,72.0,93.0,77.0,78.0,86.0,91.0,94.0,82.0,71.0,74,90.0,65.0,62.0,93.0,82.0,70.0,91.0,86.0,87.0,81.0
1,8,Grade 3,Grade 4,0,0,0,0,Grade System,68.0,56.0,71.0,50.0,73.0,80.0,69.0,74.0,95.0,67.0,77,74.0,84.0,74.0,87.0,77.0,92.0,77.0,77.0,83.0,74.0
0,8,Grade 3,Grade 4,0,0,0,0,Grade System,67.0,52.0,79.0,73.0,77.0,83.0,80.0,90.0,83.0,95.0,77,87.0,89.0,63.0,82.0,70.0,95.0,76.0,95.0,97.0,69.0
1,7,Grade 3,Grade 4,0,0,0,0,Grade System,83.0,73.0,57.0,51.0,54.0,55.0,76.0,82.0,61.0,61.0,66,86.0,79.0,94.0,90.0,73.0,85.0,73.0,78.0,99.0,83.0
0,7,Grade 3,Grade 4,0,0,0,0,Grade System,59.0,89.0,71.0,54.0,60.0,58.0,95.0,64.0,70.0,95.0,62,75.0,86.0,85.0,72.0,72.0,74.0,70.0,84.0,79.0,79.0
1,7,Grade 3,Grade 4,0,0,0,0,Grade System,63.0,65.0,86.0,76.0,69.0,93.0,89.0,86.0,85.0,74.0,62,73.0,83.0,90.0,90.0,88.0,85.0,71.0,72.0,75.0,99.0
0,8,Grade 3,Grade 4,0,0,0,0,Grade System,52.0,66.0,88.0,51.0,52.0,68.0,93.0,68.0,82.0,65.0,89,80.0,61.0,60.0,72.0,73.0,98.0,95.0,78.0,74.0,80.0
1,8,Grade 3,Grade 4,0,0,0,0,Grade System,90.0,91.0,72.0,61.0,84.0,82.0,92.0,77.0,71.0,57.0,90,74.0,69.0,64.0,60.0,75.0,70.0,93.0,97.0,87.0,77.0
1,8,Grade 3,Grade 4,0,0,0,0,Grade System,64.0,73.0,72.0,79.0,93.0,66.0,95.0,79.0,74.0,61.0,66,81.0,73.0,68.0,90.0,73.0,89.0,77.0,70.0,84.0,82.0
0,8,Grade 3,Grade 4,0,0,0,0,Grade System,74.0,81.0,73.0,80.0,69.0,81.0,79.0,81.0,89.0,97.0,90,94.0,99.0,86.0,98.0,75.0,79.0,90.0,90.0,81.0,80.0
0,8,Grade 3,Grade 4,0,0,0,0,Grade System,70.0,52.0,86.0,69.0,66.0,79.0,78.0,79.0,73.0,83.0,89,61.0,85.0,92.0,70.0,84.0,88.0,79.0,90.0,71.0,99.0
1,8,Grade 3,Grade 4,0,0,0,0,Grade System,82.0,95.0,63.0,62.0,50.0,50.0,71.0,82.0,90.0,63.0,89,87.0,64.0,69.0,87.0,80.0,70.0,89.0,82.0,91.0,89.0
1,7,Grade 3,Grade 4,0,0,0,0,Grade System,66.0,65.0,95.0,58.0,50.0,62.0,84.0,90.0,74.0,54.0,64,71.0,88.0,61.0,80.0,75.0,85.0,78.0,70.0,83.0,73.0
1,7,Grade 3,Grade 4,0,0,0,0,Grade System,53.0,63.0,67.0,77.0,84.0,59.0,63.0,70.0,80.0,91.0,63,54.0,92.0,65.0,62.0,86.0,75.0,77.0,70.0,92.0,71.0
0,8,Grade 3,Grade 4,0,0,0,0,Grade System,85.0,94.0,94.0,93.0,70.0,86.0,65.0,58.0,76.0,58.0,89,67.0,67.0,61.0,60.0,77.0,77.0,85.0,85.0,86.0,97.0
0,10,Grade 4,Grade 5,0,0,0,0,Grade System,95.0,67.0,51.0,50.0,61.0,90.0,60.0,62.0,78.0,65.0,60,65.0,76.0,77.0,65.0,81.0,88.0,69.0,69.0,87.0,84.0
1,9,Grade 4,Grade 5,0,0,0,0,Grade System,67.0,56.0,78.0,60.0,57.0,87.0,62.0,87.0,64.0,62.0,86,71.0,61.0,80.0,74.0,99.0,97.0,70.0,70.0,99.0,94.0
0,9,Grade 4,Grade 5,0,0,0,0,Grade System,55.0,77.0,61.0,55.0,55.0,58.0,95.0,70.0,60.0,61.0,67,64.0,70.0,82.0,93.0,92.0,76.0,83.0,71.0,82.0,78.0
0,9,Grade 4,Grade 5,0,0,0,0,Grade System,78.0,64.0,90.0,70.0,82.0,94.0,58.0,79.0,71.0,77.0,77,53.0,85.0,83.0,84.0,70.0,95.0,84.0,72.0,99.0,99.0
1,10,Grade 4,Grade 5,0,0,0,0,Grade System,78.0,53.0,54.0,93.0,87.0,51.0,59.0,95.0,85.0,84.0,76,83.0,85.0,66.0,63.0,81.0,93.0,74.0,76.0,72.0,76.0
0,10,Grade 4,Grade 5,0,0,0,0,Grade System,58.0,87.0,56.0,66.0,80.0,54.0,87.0,79.0,60.0,92.0,52,93.0,95.0,79.0,88.0,99.0,74.0,82.0,84.0,73.0,70.0
0,9,Grade 4,Grade 5,0,0,0,0,Grade System,55.0,71.0,86.0,50.0,93.0,90.0,62.0,64.0,73.0,52.0,67,91.0,83.0,66.0,90.0,74.0,90.0,82.0,72.0,71.0,77.0
0,9,Grade 4,Grade 5,0,0,0,0,Grade System,95.0,81.0,59.0,56.0,74.0,85.0,88.0,63.0,63.0,53.0,73,70.0,92.0,67.0,70.0,77.0,78.0,81.0,91.0,81.0,88.0
0,9,Grade 4,Grade 5,0,0,0,0,Grade System,59.0,63.0,74.0,75.0,70.0,73.0,88.0,71.0,72.0,76.0,55,61.0,83.0,76.0,78.0,93.0,72.0,72.0,73.0,86.0,87.0
1,9,Grade 4,Grade 5,0,0,0,0,Grade System,65.0,71.0,84.0,73.0,65.0,65.0,90.0,95.0,68.0,73.0,53,58.0,83.0,87.0,69.0,71.0,76.0,84.0,95.0,91.0,84.0
1,10,Grade 4,Grade 5,0,0,0,0,Grade System,54.0,76.0,53.0,82.0,81.0,71.0,71.0,73.0,66.0,71.0,92,67.0,84.0,79.0,74.0,70.0,84.0,86.0,79.0,92.0,94.0
0,10,Grade 4,Grade 5,0,0,0,0,Grade System,71.0,66.0,89.0,89.0,75.0,52.0,85.0,67.0,76.0,86.0,69,60.0,66.0,88.0,60.0,97.0,78.0,79.0,99.0,88.0,84.0
0,10,Grade 4,Grade 5,0,0,0,0,Grade System,86.0,60.0,62.0,71.0,73.0,95.0,77.0,66.0,86.0,86.0,71,75.0,70.0,61.0,75.0,90.0,70.0,89.0,89.0,74.0,88.0
0,9,Grade 4,Grade 5,0,0,0,0,Grade System,73.0,81.0,66.0,59.0,95.0,60.0,92.0,86.0,61.0,82.0,88,70.0,67.0,86.0,95.0,87.0,75.0,77.0,98.0,89.0,80.0
1,9,Grade 4,Grade 5,0,0,0,0,Grade System,50.0,63.0,82.0,70.0,88.0,61.0,58.0,91.0,56.0,77.0,87,74.0,86.0,73.0,60.0,92.0,70.0,92.0,77.0,71.0,69.0
1,9,Grade 4,Grade 5,0,0,0,0,Grade System,50.0,60.0,64.0,79.0,92.0,89.0,74.0,70.0,87.0,51.0,88,59.0,74.0,62.0,94.0,73.0,89.0,76.0,97.0,85.0,92.0
0,10,Grade 4,Grade 5,0,0,0,0,Grade System,92.0,80.0,75.0,87.0,91.0,61.0,75.0,55.0,67.0,56.0,71,60.0,79.0,79.0,61.0,89.0,82.0,94.0,86.0,71.0,73.0
1,10,Grade 4,Grade 5,0,0,0,0,Grade System,83.0,61.0,94.0,65.0,91.0,86.0,61.0,55.0,78.0,69.0,94,74.0,86.0,64.0,69.0,78.0,79.0,69.0,89.0,86.0,96.0
0,9,Grade 4,Grade 5,0,0,0,0,Grade System,69.0,72.0,84.0,80.0,61.0,75.0,86.0,59.0,59.0,90.0,55,61.0,70.0,77.0,82.0,82.0,79.0,80.0,88.0,98.0,96.0
1,9,Grade 4,Grade 5,0,0,0,0,Grade System,95.0,73.0,81.0,87.0,74.0,64.0,55.0,69.0,87.0,54.0,70,75.0,69.0,71.0,78.0,80.0,95.0,89.0,79.0,76.0,69.0
0,9,Grade 4,Grade 5,0,0,0,0,Grade System,50.0,86.0,79.0,83.0,57.0,69.0,68.0,86.0,83.0,51.0,69,54.0,86.0,91.0,62.0,85.0,69.0,69.0,95.0,89.0,87.0
0,9,Grade 4,Grade 5,0,0,0,0,Grade System,71.0,85.0,93.0,78.0,53.0,63.0,84.0,88.0,78.0,54.0,85,94.0,66.0,81.0,93.0,85.0,99.0,79.0,75.0,95.0,79.0
0,9,Grade 4,Grade 5,0,0,0,0,Grade System,86.0,72.0,74.0,56.0,80.0,52.0,63.0,91.0,90.0,56.0,70,80.0,86.0,76.0,87.0,84.0,93.0,78.0,78.0,70.0,94.0
1,9,Grade 4,Grade 5,0,0,0,0,Grade System,90.0,50.0,65.0,60.0,60.0,75.0,84.0,67.0,60.0,75.0,57,84.0,84.0,91.0,72.0,78.0,90.0,81.0,89.0,98.0,95.0
0,10,Grade 4,Grade 5,0,0,0,0,Grade System,57.0,53.0,82.0,84.0,81.0,64.0,68.0,80.0,56.0,82.0,76,85.0,75.0,83.0,63.0,98.0,73.0,82.0,85.0,90.0,87.0
1,10,Grade 4,Grade 5,0,0,0,0,Grade System,58.0,79.0,91.0,50.0,79.0,84.0,77.0,59.0,74.0,94.0,54,79.0,79.0,83.0,85.0,69.0,88.0,71.0,76.0,85.0,91.0
0,9,Grade 4,Grade 5,0,0,0,0,Grade System,67.0,90.0,79.0,65.0,61.0,65.0,74.0,80.0,66.0,64.0,55,63.0,61.0,63.0,91.0,77.0,92.0,98.0,70.0,91.0,96.0
1,9,Grade 4,Grade 5,0,0,0,0,Grade System,97.0,92.0,90.0,82.0,85.0,71.0,87.0,71.0,83.0,72.0,96,76.0,86.0,96.0,79.0,87.0,80.0,90.0,95.0,84.0,94.0
1,8,Grade 4,Grade 5,0,0,0,0,Grade System,56.0,73.0,73.0,73.0,71.0,50.0,83.0,69.0,94.0,92.0,93,83.0,71.0,81.0,77.0,77.0,93.0,96.0,70.0,88.0,97.0
0,9,Grade 4,Grade 5,0,0,0,0,Grade System,91.0,84.0,85.0,76.0,86.0,68.0,83.0,77.0,87.0,89.0,88,92.0,79.0,85.0,89.0,77.0,85.0,86.0,96.0,97.0,83.0
0,9,Grade 4,Grade 5,0,0,0,0,Grade System,59.0,62.0,89.0,51.0,66.0,90.0,87.0,89.0,67.0,55.0,74,54.0,88.0,63.0,77.0,77.0,97.0,77.0,82.0,95.0,97.0
0,10,Grade 4,Grade 5,0,0,0,0,Grade System,86.0,88.0,86.0,54.0,95.0,84.0,62.0,92.0,73.0,82.0,62,56.0,70.0,65.0,79.0,85.0,91.0,92.0,73.0,72.0,69.0
1,9,Grade 4,Grade 5,0,0,0,0,Grade System,69.0,70.0,64.0,80.0,77.0,91.0,84.0,58.0,91.0,86.0,92,60.0,87.0,79.0,73.0,81.0,69.0,87.0,89.0,73.0,80.0
0,9,Grade 4,Grade 5,0,0,0,0,Grade System,89.0,79.0,67.0,53.0,83.0,79.0,83.0,60.0,60.0,79.0,61,61.0,60.0,66.0,77.0,92.0,78.0,99.0,74.0,76.0,75.0
1,10,Grade 4,Grade 5,0,0,0,0,Grade System,55.0,85.0,53.0,53.0,92.0,75.0,72.0,85.0,68.0,67.0,57,95.0,74.0,74.0,67.0,89.0,69.0,80.0,86.0,78.0,92.0
1,8,Grade 4,Grade 5,0,0,0,0,Grade System,83.0,71.0,83.0,66.0,90.0,77.0,68.0,89.0,79.0,69.0,94,52.0,92.0,73.0,89.0,74.0,74.0,69.0,89.0,76.0,97.0
1,9,Grade 4,Grade 5,0,0,0,0,Grade System,71.0,70.0,97.0,80.0,85.0,85.0,75.0,71.0,70.0,91.0,89,91.0,98.0,99.0,87.0,88.0,84.0,95.0,98.0,81.0,95.0
1,10,Grade 4,Grade 5,0,0,0,0,Grade System,65.0,78.0,86.0,52.0,90.0,59.0,79.0,66.0,64.0,78.0,92,76.0,80.0,91.0,90.0,69.0,89.0,91.0,83.0,88.0,69.0
0,10,Grade 4,Grade 5,0,0,0,0,Grade System,96.0,82.0,96.0,60.0,71.0,84.0,69.0,82.0,66.0,75.0,80,85.0,88.0,75.0,88.0,85.0,80.0,82.0,95.0,88.0,95.0
0,9,Grade 4,Grade 5,0,0,0,0,Grade System,74.0,69.0,52.0,81.0,87.0,52.0,80.0,79.0,89.0,95.0,88,87.0,88.0,90.0,82.0,96.0,77.0,95.0,69.0,98.0,70.0
1,10,Grade 4,Grade 5,0,0,0,0,Grade System,88.0,54.0,72.0,65.0,81.0,53.0,61.0,58.0,60.0,52.0,78,62.0,63.0,71.0,94.0,89.0,75.0,88.0,72.0,78.0,89.0
1,9,Grade 4,Grade 5,0,0,0,0,Grade System,98.0,77.0,71.0,82.0,60.0,60.0,76.0,80.0,88.0,76.0,84,81.0,79.0,78.0,85.0,80.0,92.0,91.0,95.0,91.0,80.0
0,8,Grade 4,Grade 5,0,0,0,0,Grade System,84.0,99.0,73.0,89.0,65.0,64.0,81.0,87.0,76.0,79.0,97,74.0,78.0,96.0,98.0,82.0,75.0,92.0,95.0,92.0,83.0
1,8,Grade 4,Grade 5,0,0,0,0,Grade System,79.0,94.0,82.0,66.0,64.0,83.0,74.0,79.0,82.0,76.0,88,97.0,77.0,76.0,94.0,83.0,81.0,87.0,95.0,95.0,91.0
0,10,Grade 5,Grade 6,0,0,0,0,Grade System,68.0,65.0,64.0,86.0,69.0,93.0,58.0,69.0,59.0,77.0,83,65.0,79.0,76.0,67.0,88.0,86.0,93.0,98.0,75.0,72.0
0,9,Grade 5,Grade 6,0,0,0,0,Grade System,68.0,64.0,84.0,88.0,56.0,86.0,58.0,88.0,68.0,91.0,88,78.0,70.0,94.0,63.0,98.0,75.0,92.0,73.0,74.0,87.0
1,10,Grade 5,Grade 6,0,0,0,0,Grade System,50.0,78.0,52.0,78.0,80.0,89.0,81.0,60.0,87.0,59.0,68,62.0,93.0,82.0,89.0,72.0,82.0,75.0,85.0,69.0,80.0
0,10,Grade 5,Grade 6,0,0,0,0,Grade System,72.0,68.0,51.0,91.0,60.0,81.0,94.0,73.0,69.0,58.0,59,87.0,92.0,90.0,65.0,93.0,86.0,89.0,72.0,97.0,82.0
1,10,Grade 5,Grade 6,0,0,0,0,Grade System,81.0,93.0,53.0,85.0,80.0,55.0,56.0,70.0,83.0,95.0,90,95.0,70.0,60.0,63.0,70.0,74.0,82.0,86.0,75.0,77.0
0,11,Grade 5,Grade 6,0,0,0,0,Grade System,71.0,71.0,99.0,77.0,62.0,86.0,70.0,77.0,78.0,92.0,97,97.0,92.0,84.0,95.0,89.0,78.0,82.0,93.0,98.0,81.0
1,10,Grade 5,Grade 6,0,0,0,0,Grade System,93.0,72.0,72.0,58.0,74.0,72.0,64.0,61.0,56.0,80.0,94,62.0,67.0,74.0,64.0,74.0,98.0,85.0,71.0,90.0,69.0
0,11,Grade 5,Grade 6,0,0,0,0,Grade System,87.0,87.0,84.0,60.0,66.0,83.0,75.0,89.0,69.0,86.0,87,86.0,75.0,76.0,90.0,88.0,80.0,80.0,80.0,91.0,80.0
0,11,Grade 5,Grade 6,0,0,0,0,Grade System,68.0,81.0,62.0,90.0,92.0,62.0,92.0,61.0,76.0,53.0,68,94.0,69.0,62.0,79.0,84.0,90.0,81.0,75.0,77.0,72.0
1,10,Grade 5,Grade 6,0,0,0,0,Grade System,67.0,59.0,69.0,54.0,92.0,93.0,60.0,89.0,68.0,73.0,58,90.0,85.0,72.0,69.0,75.0,95.0,83.0,71.0,93.0,93.0
0,10,Grade 5,Grade 6,0,0,0,0,Grade System,52.0,71.0,77.0,90.0,70.0,55.0,80.0,73.0,89.0,72.0,56,54.0,83.0,80.0,81.0,71.0,82.0,78.0,89.0,87.0,74.0
0,10,Grade 5,Grade 6,0,0,0,0,Grade System,89.0,64.0,60.0,94.0,94.0,71.0,65.0,58.0,90.0,60.0,61,92.0,81.0,84.0,81.0,88.0,84.0,72.0,91.0,98.0,88.0
1,10,Grade 5,Grade 6,0,0,0,0,Grade System,96.0,97.0,85.0,75.0,66.0,88.0,74.0,69.0,83.0,83.0,94,97.0,94.0,97.0,82.0,92.0,78.0,77.0,85.0,80.0,97.0
0,10,Grade 5,Grade 6,0,0,0,0,Grade System,94.0,93.0,66.0,72.0,51.0,87.0,80.0,66.0,57.0,92.0,74,82.0,94.0,95.0,82.0,95.0,75.0,92.0,99.0,91.0,69.0
0,10,Grade 5,Grade 6,0,0,0,0,Grade System,54.0,81.0,91.0,53.0,53.0,94.0,86.0,61.0,72.0,93.0,61,81.0,76.0,87.0,75.0,95.0,84.0,86.0,72.0,69.0,97.0
1,10,Grade 5,Grade 6,0,0,0,0,Grade System,79.0,61.0,71.0,81.0,77.0,75.0,69.0,84.0,91.0,79.0,94,70.0,79.0,73.0,71.0,77.0,73.0,99.0,98.0,82.0,74.0
0,10,Grade 5,Grade 6,0,0,0,0,Grade System,84.0,51.0,81.0,79.0,55.0,93.0,75.0,72.0,61.0,53.0,76,66.0,81.0,80.0,65.0,93.0,76.0,97.0,70.0,90.0,78.0
0,9,Grade 5,Grade 6,0,0,0,0,Grade System,73.0,71.0,71.0,67.0,82.0,73.0,70.0,90.0,70.0,75.0,80,98.0,75.0,79.0,82.0,91.0,93.0,88.0,80.0,93.0,96.0
1,11,Grade 5,Grade 6,0,0,0,0,Grade System,77.0,83.0,72.0,75.0,62.0,72.0,91.0,60.0,74.0,61.0,62,86.0,84.0,85.0,76.0,77.0,79.0,81.0,79.0,87.0,83.0
0,9,Grade 5,Grade 6,0,0,0,0,Grade System,71.0,94.0,91.0,86.0,83.0,67.0,59.0,94.0,89.0,67.0,67,87.0,78.0,79.0,79.0,99.0,80.0,77.0,70.0,81.0,89.0
1,10,Grade 5,Grade 6,0,0,0,0,Grade System,94.0,77.0,86.0,93.0,80.0,77.0,65.0,88.0,55.0,73.0,68,56.0,78.0,66.0,82.0,99.0,75.0,91.0,91.0,77.0,75.0
1,11,Grade 5,Grade 6,0,0,0,0,Grade System,93.0,97.0,77.0,90.0,82.0,86.0,82.0,83.0,72.0,86.0,79,96.0,96.0,92.0,75.0,93.0,82.0,83.0,85.0,91.0,91.0
1,10,Grade 5,Grade 6,0,0,0,0,Grade System,60.0,93.0,89.0,52.0,63.0,82.0,85.0,59.0,56.0,87.0,61,71.0,62.0,71.0,93.0,89.0,94.0,79.0,99.0,80.0,85.0
1,9,Grade 5,Grade 6,0,0,0,0,Grade System,68.0,75.0,66.0,78.0,63.0,79.0,71.0,91.0,78.0,51.0,83,81.0,67.0,74.0,79.0,97.0,80.0,86.0,90.0,91.0,83.0
1,10,Grade 5,Grade 6,0,0,0,0,Grade System,89.0,54.0,72.0,78.0,80.0,73.0,70.0,66.0,88.0,89.0,86,51.0,74.0,95.0,88.0,91.0,86.0,96.0,79.0,72.0,84.0
0,9,Grade 5,Grade 6,0,0,0,0,Grade System,57.0,75.0,88.0,77.0,94.0,69.0,62.0,56.0,74.0,91.0,93,63.0,86.0,80.0,92.0,97.0,74.0,83.0,69.0,74.0,76.0
0,10,Grade 5,Grade 6,0,0,0,0,Grade System,50.0,71.0,85.0,87.0,64.0,74.0,83.0,61.0,69.0,83.0,64,85.0,62.0,86.0,72.0,71.0,83.0,70.0,84.0,81.0,73.0
1,11,Grade 5,Grade 6,0,0,0,0,Grade System,64.0,68.0,86.0,55.0,94.0,83.0,93.0,66.0,58.0,68.0,75,92.0,88.0,82.0,73.0,86.0,99.0,70.0,84.0,97.0,82.0
0,10,Grade 5,Grade 6,0,0,0,0,Grade System,81.0,68.0,90.0,88.0,54.0,87.0,65.0,74.0,59.0,93.0,63,91.0,70.0,82.0,81.0,74.0,99.0,69.0,90.0,79.0,81.0
1,11,Grade 5,Grade 6,0,0,0,0,Grade System,76.0,90.0,95.0,55.0,82.0,62.0,62.0,70.0,58.0,82.0,82,72.0,75.0,69.0,77.0,90.0,76.0,85.0,83.0,74.0,73.0
